Order ID,Order Date,Ship Mode,Segment,Customer Name,Region,State,City,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-2857,2025-06-19,Standard Class,Home Office,Linda Jackson,West,Washington,East Carrie,Office Supplies,Printer Ink,4136.33,3,0.0,863.26
ORD-2858,2025-05-30,Standard Class,Corporate,Alexandria Carter,South,Texas,Powellbury,Technology,Tablet,680.81,10,0.3,141.68
ORD-2859,2025-11-22,Standard Class,Home Office,Michael Keith,Central,Michigan,New Cassidyville,Office Supplies,Pen,2728.04,5,0.2,419.58
ORD-2860,2024-12-28,Standard Class,Consumer,Mrs. Whitney Carney,East,Pennsylvania,Welchhaven,Furniture,Cabinet,1874.77,7,0.4,47.1
ORD-2861,2024-11-29,Second Class,Home Office,Edward Price,South,Florida,Lake Tabitha,Technology,Monitor,3102.88,10,0.4,477.15
ORD-2862,2025-03-31,First Class,Home Office,Mackenzie Smith,South,Georgia,West Kyleberg,Furniture,Chair,3831.78,5,0.1,530.18
ORD-2863,2025-02-09,Same Day,Consumer,Paula Hale,Central,Illinois,Port Vanessa,Office Supplies,Stapler,2144.1,5,0.0,516.98
ORD-2864,2025-08-07,First Class,Corporate,Victoria Guerrero,West,Oregon,Johnsonburgh,Office Supplies,Stapler,1569.62,8,0.2,105.98
ORD-2865,2024-10-22,Same Day,Home Office,Crystal Dickerson,South,Texas,Kelleystad,Office Supplies,Pen,4023.5,9,0.2,-69.64
ORD-2866,2025-08-21,Standard Class,Corporate,Dennis Bell,South,Texas,Christineside,Furniture,Bookshelf,2705.35,9,0.0,809.74
ORD-2867,2024-06-24,Standard Class,Consumer,Mr. Michael Wilkinson DVM,South,Florida,Rosariostad,Technology,Tablet,874.99,9,0.3,131.39
ORD-2868,2024-01-19,Second Class,Corporate,Mr. William Martin,East,Massachusetts,Sierramouth,Technology,Keyboard,243.47,7,0.2,9.74
ORD-2869,2024-07-13,Standard Class,Corporate,Daniel Combs,South,Florida,North Susan,Office Supplies,Paper,3862.35,1,0.4,199.93
ORD-2870,2024-04-18,First Class,Corporate,Frederick Gordon,Central,Ohio,Dorisview,Office Supplies,Notebook,2777.77,10,0.4,253.79
ORD-2871,2024-12-19,Same Day,Home Office,Larry Brown,East,New York,Port Andrew,Technology,Keyboard,3952.1,1,0.0,198.23
ORD-2872,2025-01-31,First Class,Consumer,Andrew Miller,Central,Illinois,Deborahborough,Office Supplies,Notebook,1811.66,4,0.0,503.26
ORD-2873,2025-05-06,Standard Class,Home Office,Christopher Sanchez,South,Georgia,Ericamouth,Technology,Keyboard,4894.8,5,0.3,454.65
ORD-2874,2025-03-13,First Class,Home Office,Christopher Johnson,West,Oregon,Fletcherville,Furniture,Desk,2101.5,1,0.0,164.44
ORD-2875,2024-02-14,Same Day,Corporate,Lindsay Atkins,West,California,Tiffanyside,Technology,Monitor,4598.72,5,0.2,-131.32
ORD-2876,2025-01-21,Second Class,Consumer,Rebecca Norris,South,Georgia,Johnsonmouth,Furniture,Cabinet,2815.2,7,0.2,-173.39
ORD-2877,2024-07-01,Second Class,Consumer,Daniel Smith,West,Washington,Garciafurt,Furniture,Bookshelf,3006.91,8,0.1,250.56
ORD-2878,2024-11-10,Same Day,Corporate,Shawn Davis,West,Oregon,Katherinefurt,Technology,Monitor,1217.76,5,0.3,172.59
ORD-2879,2024-08-25,Second Class,Corporate,Jaime Hooper,South,Georgia,Billyborough,Furniture,Table,1893.21,4,0.4,72.5
ORD-2880,2025-09-02,Standard Class,Consumer,James Rivas,West,Washington,Alexandriatown,Technology,Phone,1472.98,6,0.1,19.61
ORD-2881,2025-10-17,Second Class,Home Office,Karen Russell,East,Massachusetts,Port Nicholasshire,Technology,Phone,4735.2,2,0.5,349.15
ORD-2882,2024-12-20,First Class,Home Office,Derek Marquez,Central,Ohio,North Laura,Technology,Keyboard,3873.38,9,0.5,48.34
ORD-2883,2025-12-30,First Class,Consumer,Michelle Campbell,South,Georgia,Port Justinborough,Furniture,Desk,945.68,5,0.1,169.79
ORD-2884,2024-02-23,Standard Class,Corporate,Lauren Sanchez,Central,Illinois,Lake Philipmouth,Office Supplies,Printer Ink,2471.81,10,0.0,400.82
ORD-2885,2025-10-15,Second Class,Corporate,Timothy Cameron,South,Georgia,Robinsonside,Technology,Monitor,2268.77,5,0.2,82.0
ORD-2886,2024-05-01,First Class,Home Office,Kristine Mcclure,East,Massachusetts,West Logan,Furniture,Bookshelf,3672.41,5,0.0,948.64
ORD-2887,2025-05-15,Standard Class,Consumer,Elizabeth Smith,South,Georgia,Port Micheletown,Office Supplies,Stapler,1037.22,5,0.4,-61.42
ORD-2888,2025-06-17,Second Class,Corporate,Patricia Rodriguez,East,New York,Huertamouth,Office Supplies,Pen,2135.36,2,0.5,-528.27
ORD-2889,2025-05-06,Same Day,Consumer,Jimmy Lane,West,Oregon,New Cheryl,Furniture,Bookshelf,2697.99,3,0.4,-549.25
ORD-2890,2024-11-09,Same Day,Corporate,Anna Graham,West,Washington,New Tammyborough,Office Supplies,Stapler,960.57,2,0.2,1.89
ORD-2891,2024-04-19,First Class,Corporate,Anthony Russo,East,Massachusetts,South Brianaburgh,Office Supplies,Pen,2439.02,9,0.0,183.86
ORD-2892,2025-01-22,Second Class,Home Office,Caleb Martinez,Central,Illinois,Branchmouth,Furniture,Table,4353.31,8,0.0,1017.83
ORD-2893,2025-01-20,Same Day,Corporate,Eric Wilson,Central,Michigan,Glennfurt,Technology,Monitor,1161.2,7,0.1,165.33
ORD-2894,2025-09-01,First Class,Corporate,Mary Johnson,South,Texas,Johnsonchester,Office Supplies,Notebook,2896.82,1,0.5,-160.0
ORD-2895,2025-08-31,Same Day,Home Office,Manuel Martinez,East,Pennsylvania,Joshuabury,Technology,Tablet,4534.31,6,0.1,220.82
ORD-2896,2025-11-17,Same Day,Home Office,Melissa Knapp,South,Florida,Ashleyburgh,Technology,Monitor,1979.82,9,0.4,-269.01
ORD-2897,2024-12-22,Second Class,Home Office,Christopher Terry,South,Florida,Daltonmouth,Technology,Tablet,4558.65,6,0.3,-253.68
ORD-2898,2025-09-15,Standard Class,Consumer,Laura Morton MD,West,Oregon,Lake Jody,Technology,Phone,760.12,8,0.5,-93.79
ORD-2899,2025-08-17,First Class,Corporate,Kristina Leonard,South,Georgia,Allenview,Office Supplies,Pen,3214.52,8,0.0,532.1
ORD-2900,2024-04-17,Standard Class,Consumer,Thomas Brown,South,Texas,Hillside,Furniture,Desk,2156.0,3,0.4,-36.57
ORD-2901,2024-03-24,Second Class,Home Office,Taylor Stephens,East,Pennsylvania,West Ralphmouth,Technology,Phone,2664.41,6,0.3,484.11
ORD-2902,2025-09-24,Second Class,Consumer,Crystal Stokes,Central,Michigan,East Cynthia,Technology,Monitor,4729.04,6,0.4,-1060.33
ORD-2903,2025-08-22,Second Class,Consumer,Patricia Cunningham,Central,Ohio,Perezborough,Office Supplies,Paper,1883.51,3,0.4,-68.83
ORD-2904,2024-01-13,First Class,Consumer,Kathryn Hart,South,Texas,Thomaschester,Office Supplies,Printer Ink,3735.34,9,0.0,891.39
ORD-2905,2024-03-22,Standard Class,Consumer,Anita Warren,East,Pennsylvania,South Kristen,Furniture,Chair,3743.34,2,0.0,725.9
ORD-2906,2024-02-13,Standard Class,Home Office,Kristen Lopez,East,Pennsylvania,New Cristina,Furniture,Table,715.29,6,0.2,-33.26
ORD-2907,2024-11-02,Second Class,Home Office,Thomas Werner,South,Georgia,New Abigailchester,Technology,Tablet,3600.04,1,0.2,-48.9
ORD-2908,2024-05-23,Same Day,Consumer,Derek Gomez,Central,Illinois,North Chelseaport,Furniture,Chair,4533.6,9,0.3,-430.44
ORD-2909,2025-09-25,Standard Class,Home Office,Louis Alvarez,East,Pennsylvania,Anthonyton,Furniture,Bookshelf,3617.09,7,0.4,-193.29
ORD-2910,2025-04-06,Second Class,Consumer,Debra Rhodes,West,Oregon,Chrisstad,Furniture,Bookshelf,1642.7,7,0.0,232.74
ORD-2911,2024-04-28,Standard Class,Corporate,Edward Henry,South,Florida,Lake Rodney,Furniture,Desk,2944.68,10,0.1,211.65
ORD-2912,2024-07-05,Same Day,Consumer,Anne Campbell,South,Texas,New Jenniferview,Furniture,Bookshelf,260.81,3,0.4,22.06
ORD-2913,2024-10-29,Second Class,Home Office,Bryan Pollard,East,Pennsylvania,South Michaelstad,Office Supplies,Stapler,4984.0,7,0.3,-864.07
ORD-2914,2025-12-14,Same Day,Corporate,Kristin Green,West,Washington,Ryanfurt,Furniture,Table,390.01,7,0.0,22.91
ORD-2915,2024-02-08,Second Class,Home Office,Michael Campbell,East,Massachusetts,Kellyville,Office Supplies,Printer Ink,2077.49,5,0.0,610.43
ORD-2916,2025-06-05,Standard Class,Corporate,Robert Salazar,West,California,Port Brandon,Furniture,Desk,90.95,3,0.3,1.72
ORD-2917,2024-01-23,Same Day,Home Office,Heidi Hayes,South,Georgia,Gallagherville,Furniture,Cabinet,624.49,10,0.1,81.4
ORD-2918,2025-08-06,Second Class,Consumer,Kevin Davenport,West,Washington,North Mauriceberg,Furniture,Cabinet,1337.63,10,0.5,-113.25
ORD-2919,2024-12-02,Same Day,Consumer,Paul Willis,South,Georgia,Port Shari,Office Supplies,Stapler,3838.04,6,0.2,-179.84
ORD-2920,2025-07-27,Standard Class,Consumer,Sarah Lewis,Central,Illinois,Davisbury,Furniture,Table,4446.92,1,0.5,-221.7
ORD-2921,2024-03-07,Same Day,Consumer,Amanda Powell,Central,Ohio,Lake Jermaineview,Office Supplies,Paper,1055.32,4,0.4,-31.11
ORD-2922,2025-05-01,Same Day,Consumer,Steven Melton,Central,Ohio,Jennifershire,Office Supplies,Printer Ink,4810.91,4,0.5,-543.16
ORD-2923,2025-06-08,Same Day,Consumer,Joseph Kirk,South,Texas,Glennport,Technology,Laptop,3044.96,10,0.0,869.4
ORD-2924,2024-03-10,Second Class,Consumer,Brian Hernandez,East,Pennsylvania,Castromouth,Technology,Keyboard,709.54,5,0.1,154.0
ORD-2925,2024-01-21,Standard Class,Home Office,Amanda Robinson,West,Oregon,Jasmineside,Technology,Monitor,2278.54,3,0.0,266.89
ORD-2926,2024-09-02,Standard Class,Consumer,Gina Young,Central,Michigan,New Thomas,Office Supplies,Printer Ink,543.54,4,0.1,20.55
ORD-2927,2025-04-21,Standard Class,Home Office,Elizabeth Howell,Central,Michigan,Port Wendy,Office Supplies,Printer Ink,539.01,3,0.1,99.73
ORD-2928,2024-03-21,Same Day,Corporate,Hunter Gardner PhD,Central,Illinois,Kylebury,Office Supplies,Stapler,4915.67,10,0.3,45.37
ORD-2929,2025-09-28,Standard Class,Consumer,Kelly York,East,New York,Port Jessestad,Furniture,Chair,1361.82,4,0.1,174.76
ORD-2930,2025-07-13,Same Day,Corporate,Sarah Gutierrez,East,Massachusetts,Smithton,Furniture,Bookshelf,2186.52,7,0.1,91.5
ORD-2931,2024-05-18,Standard Class,Home Office,Jacqueline Yang,East,New York,South Jeremyborough,Technology,Laptop,207.4,6,0.1,16.5
ORD-2932,2024-01-31,Standard Class,Consumer,Debra Russo,South,Texas,New Marcoton,Furniture,Bookshelf,2937.79,1,0.2,157.53
ORD-2933,2025-09-22,Same Day,Consumer,Brittany Green,Central,Illinois,Port Elijahside,Technology,Monitor,4778.81,10,0.0,270.0
ORD-2934,2025-08-02,Standard Class,Home Office,Kimberly Johnson,East,New York,East Tim,Office Supplies,Stapler,899.74,2,0.0,90.92
ORD-2935,2024-11-19,First Class,Home Office,Jacqueline Perez,Central,Illinois,Hamiltonstad,Office Supplies,Stapler,2503.29,3,0.0,140.78
ORD-2936,2024-09-19,First Class,Consumer,Brandon Carter,Central,Illinois,Port Melissa,Furniture,Chair,2868.92,9,0.0,483.39
ORD-2937,2025-10-25,Same Day,Consumer,Alicia Willis,Central,Illinois,Port Davidfort,Technology,Phone,3809.9,5,0.1,256.27
ORD-2938,2025-11-11,Standard Class,Home Office,Michael Valentine,East,Massachusetts,West Amanda,Technology,Phone,4561.28,5,0.0,389.89
ORD-2939,2025-11-21,Second Class,Corporate,John Hodges,South,Florida,West Nathanton,Office Supplies,Stapler,3999.29,8,0.1,490.32
ORD-2940,2024-11-03,Standard Class,Home Office,Claudia Cohen,South,Florida,Kyleberg,Technology,Phone,4618.6,8,0.3,-342.17
ORD-2941,2024-04-18,Standard Class,Corporate,Johnny Medina,East,Massachusetts,East Bobborough,Furniture,Table,2942.51,6,0.0,428.33
ORD-2942,2025-02-27,First Class,Corporate,Matthew Cooper,West,California,Thomasshire,Furniture,Bookshelf,4410.17,5,0.5,-260.62
ORD-2943,2025-05-27,First Class,Corporate,Jaime Sanchez,Central,Michigan,Douglasburgh,Office Supplies,Stapler,678.16,8,0.3,51.79
ORD-2944,2025-08-01,Standard Class,Home Office,William Crane,Central,Ohio,New April,Technology,Tablet,3758.55,8,0.5,236.04
ORD-2945,2025-02-17,Second Class,Corporate,Christina Nichols,West,Washington,Port Michaelbury,Furniture,Bookshelf,4239.54,3,0.0,675.34
ORD-2946,2024-02-10,Second Class,Consumer,Elizabeth Clark,East,New York,Valdezborough,Furniture,Desk,1429.08,5,0.4,-40.74
ORD-2947,2024-06-21,Standard Class,Consumer,Sierra Harding,East,Pennsylvania,West Pedrohaven,Office Supplies,Stapler,1626.88,7,0.1,25.49
ORD-2948,2024-08-01,Second Class,Consumer,Sherri Bradley,East,Pennsylvania,South Johnshire,Office Supplies,Stapler,3447.28,3,0.0,482.0
ORD-2949,2025-04-09,Second Class,Home Office,Sydney Coffey,West,California,Martinmouth,Technology,Tablet,2619.04,4,0.2,200.77
ORD-2950,2024-05-01,Same Day,Consumer,Spencer Thomas,West,Oregon,West Edwardmouth,Technology,Laptop,2604.98,10,0.4,496.77
ORD-2951,2025-04-12,Same Day,Home Office,Joel Adams,West,Oregon,Davischester,Technology,Keyboard,2860.2,3,0.1,100.24
ORD-2952,2024-03-25,Same Day,Corporate,Jeffrey Rodriguez,West,Washington,New Larryland,Technology,Tablet,3986.03,6,0.2,178.23
ORD-2953,2024-09-12,Same Day,Consumer,Anthony Butler,South,Florida,West Tammy,Technology,Laptop,300.78,10,0.4,-19.69
ORD-2954,2025-11-09,First Class,Home Office,Kayla Christensen,West,Oregon,Hollyborough,Technology,Keyboard,458.29,2,0.4,52.33
ORD-2955,2024-09-23,Standard Class,Consumer,Kenneth Montgomery,South,Florida,Simmonsport,Office Supplies,Pen,3808.19,5,0.1,997.17
ORD-2956,2025-08-11,First Class,Corporate,Nicole Harrington,South,Texas,Woodfort,Furniture,Desk,1424.78,7,0.0,230.27
ORD-2957,2025-10-21,Standard Class,Consumer,Jason Conway,South,Florida,Mendezland,Furniture,Cabinet,783.94,1,0.0,50.67
ORD-2958,2024-10-22,Standard Class,Consumer,Samantha Ward,West,Oregon,Diazfort,Office Supplies,Pen,4607.22,4,0.4,-643.64
ORD-2959,2024-05-19,Same Day,Consumer,Teresa Green,Central,Illinois,North Anthonychester,Technology,Tablet,1765.92,2,0.3,-5.19
ORD-2960,2024-10-28,Standard Class,Consumer,Michelle Neal,South,Georgia,East Debrafort,Technology,Keyboard,1592.29,4,0.2,408.98
ORD-2961,2024-03-12,Second Class,Home Office,Sonya Schwartz,West,Oregon,West Jason,Technology,Tablet,3521.04,2,0.4,-357.15
ORD-2962,2025-09-08,Second Class,Consumer,Krystal Thomas,South,Florida,Lake Joann,Office Supplies,Paper,1469.98,7,0.0,398.13
ORD-2963,2025-04-14,Standard Class,Consumer,Raymond Blair,West,Washington,Marybury,Furniture,Cabinet,166.48,2,0.1,23.15
ORD-2964,2025-03-13,Standard Class,Corporate,Richard Simpson,West,Oregon,New Robertport,Office Supplies,Pen,1042.49,3,0.4,-71.21
ORD-2965,2024-11-28,Second Class,Home Office,Isaac Robinson,West,California,Thomasfurt,Technology,Monitor,4735.19,6,0.0,826.0
ORD-2966,2025-03-26,Same Day,Consumer,Melissa Soto,South,Florida,Lake Kathy,Furniture,Chair,4854.69,5,0.5,-237.26
ORD-2967,2025-10-02,Second Class,Home Office,Darryl Hester,South,Florida,Thompsonside,Technology,Laptop,3129.09,6,0.1,5.5
ORD-2968,2025-07-01,Second Class,Consumer,Marcus Kelly,South,Florida,New Carrieburgh,Technology,Monitor,1212.65,9,0.3,-205.04
ORD-2969,2025-02-05,Same Day,Home Office,Matthew Burnett,South,Texas,Walkertown,Office Supplies,Pen,4138.95,3,0.3,424.59
ORD-2970,2025-09-28,Same Day,Corporate,Nicholas Cook,Central,Ohio,Phillipsbury,Office Supplies,Stapler,4765.88,3,0.2,672.58
ORD-2971,2025-10-16,Second Class,Corporate,Daniel Summers,Central,Michigan,North Alyssa,Furniture,Bookshelf,1502.59,8,0.0,323.96
ORD-2972,2024-05-29,Second Class,Consumer,Jeffrey Murray,West,California,Lewisside,Furniture,Chair,4041.07,5,0.4,-513.28
ORD-2973,2024-04-23,Second Class,Consumer,Christopher Woods,South,Florida,Brownstad,Technology,Monitor,315.56,7,0.5,-8.15
ORD-2974,2024-06-25,Standard Class,Corporate,Elizabeth Miller,South,Georgia,Christianfort,Furniture,Table,3042.78,6,0.1,257.84
ORD-2975,2024-07-19,Standard Class,Home Office,Lauren Hill,South,Florida,Port Brian,Office Supplies,Paper,3843.75,2,0.5,-78.23
ORD-2976,2025-08-23,First Class,Home Office,Kendra Thomas,East,Massachusetts,East Joshua,Technology,Laptop,4293.01,7,0.1,371.08
ORD-2977,2025-02-18,First Class,Consumer,Michelle Simpson,East,Pennsylvania,Yorkhaven,Technology,Tablet,2608.25,10,0.3,-142.26
ORD-2978,2024-10-12,Standard Class,Home Office,Danielle Smith,South,Texas,Obrienside,Technology,Laptop,949.64,3,0.2,8.52
ORD-2979,2025-03-10,Standard Class,Consumer,Sarah Johnson,East,New York,New Jonathantown,Technology,Laptop,3555.75,1,0.2,173.16
ORD-2980,2024-07-25,Standard Class,Home Office,Martin Reeves,Central,Illinois,Jonathonborough,Technology,Tablet,1956.0,1,0.1,21.16
ORD-2981,2024-01-14,Second Class,Corporate,Scott Nicholson,Central,Michigan,Michaelmouth,Office Supplies,Notebook,3041.73,1,0.0,220.12
ORD-2982,2025-10-29,Same Day,Consumer,Erika Reynolds,Central,Illinois,Melissachester,Technology,Laptop,3763.55,8,0.5,-1023.93
ORD-2983,2024-02-22,First Class,Consumer,Angela Wheeler,West,Oregon,South Shelleyberg,Furniture,Desk,3814.77,6,0.5,-627.56
ORD-2984,2025-03-24,First Class,Consumer,Stephanie Gomez,South,Georgia,South Catherine,Furniture,Bookshelf,1676.85,6,0.0,347.4
ORD-2985,2025-03-30,Standard Class,Corporate,Timothy Ortega,South,Georgia,Dylanmouth,Technology,Laptop,162.04,3,0.4,-17.18
ORD-2986,2024-01-29,Standard Class,Home Office,Donald Silva,East,Massachusetts,Scottstad,Office Supplies,Paper,3589.54,8,0.0,1027.95
ORD-2987,2025-05-17,Standard Class,Home Office,Beth Dorsey,Central,Illinois,Lopezton,Technology,Phone,3400.39,10,0.5,413.37
ORD-2988,2024-01-08,Second Class,Corporate,Christopher Gonzales,East,Massachusetts,Jamesborough,Furniture,Desk,249.58,7,0.4,-7.51
ORD-2989,2024-01-16,Second Class,Home Office,Phillip Simpson,West,Oregon,Colinchester,Office Supplies,Notebook,1863.37,6,0.3,217.44
ORD-2990,2024-06-15,Standard Class,Corporate,Ms. Brooke Daniels,South,Georgia,West Zachary,Furniture,Desk,4002.09,3,0.1,765.38
ORD-2991,2025-02-02,Same Day,Home Office,Jacqueline Newton,West,Washington,Mclaughlinton,Office Supplies,Stapler,2779.86,8,0.2,147.18
ORD-2992,2025-01-08,Second Class,Consumer,William Johnson,South,Texas,Andersonberg,Furniture,Bookshelf,3465.96,4,0.4,-128.34
ORD-2993,2024-01-10,Second Class,Consumer,Michelle Jacobs,South,Texas,East Travis,Office Supplies,Paper,4201.71,5,0.1,532.92
ORD-2994,2025-12-12,Standard Class,Home Office,Frank Ritter,South,Texas,South Brad,Office Supplies,Notebook,3845.88,3,0.2,529.95
ORD-2995,2024-11-04,Standard Class,Home Office,Leslie Bowman,East,Pennsylvania,Dianeshire,Technology,Monitor,2732.06,5,0.4,-52.38
ORD-2996,2024-03-13,Same Day,Corporate,Tiffany Williams,Central,Michigan,Port Lisabury,Technology,Laptop,1616.14,4,0.0,140.35
ORD-2997,2025-09-21,First Class,Consumer,Stephanie Hickman,South,Georgia,Port Jason,Office Supplies,Stapler,3506.52,7,0.5,277.79
ORD-2998,2025-05-25,Same Day,Corporate,Tyler Haynes,South,Georgia,West Kathryn,Technology,Laptop,65.54,1,0.0,17.7
ORD-2999,2024-11-24,Standard Class,Consumer,Douglas Mitchell,East,Massachusetts,Lake Alexis,Office Supplies,Notebook,3946.83,2,0.2,244.3
ORD-3000,2025-05-24,Standard Class,Corporate,Patricia Rubio,West,Washington,West Jeffrey,Furniture,Table,4045.54,3,0.1,534.68
ORD-3001,2024-08-20,Same Day,Consumer,Heather Rasmussen,South,Florida,East Robintown,Technology,Keyboard,4277.71,1,0.5,61.88
ORD-3002,2024-05-24,Standard Class,Corporate,Daniel Wright,East,Massachusetts,New Davidborough,Furniture,Cabinet,3803.97,6,0.2,229.01
ORD-3003,2024-09-26,Same Day,Home Office,Crystal Washington,West,Washington,Noahchester,Technology,Laptop,2330.43,1,0.4,-1.95
ORD-3004,2024-01-17,Second Class,Corporate,Mary Ponce MD,East,Massachusetts,East Sarah,Office Supplies,Paper,1121.74,8,0.2,66.55
ORD-3005,2025-07-30,Second Class,Corporate,Richard Peterson,South,Texas,West Steven,Furniture,Bookshelf,4241.05,8,0.5,-83.45
ORD-3006,2024-11-03,Standard Class,Corporate,Nathan Robinson,South,Florida,North Douglas,Office Supplies,Notebook,2043.99,3,0.3,-115.34
ORD-3007,2024-03-10,Second Class,Corporate,Lauren Townsend,Central,Ohio,Stevensview,Furniture,Desk,100.91,7,0.5,-14.3
ORD-3008,2025-06-25,Same Day,Home Office,Abigail Robertson,East,Pennsylvania,Adkinston,Office Supplies,Stapler,2405.65,3,0.2,324.26
ORD-3009,2025-02-06,Second Class,Consumer,Melissa Hamilton,Central,Michigan,Frankside,Technology,Keyboard,4484.81,1,0.2,120.72
ORD-3010,2025-06-21,Second Class,Corporate,Amy Greene,West,Oregon,Claudiaville,Furniture,Table,3898.23,5,0.0,532.94
ORD-3011,2024-09-20,Standard Class,Corporate,George Brown,East,Pennsylvania,Lake Michael,Furniture,Chair,4787.12,6,0.4,385.19
ORD-3012,2025-04-19,Same Day,Home Office,Richard Fisher,East,Pennsylvania,Soniaberg,Office Supplies,Printer Ink,2086.89,1,0.5,-229.96
ORD-3013,2025-06-23,First Class,Consumer,Samantha Robinson,South,Florida,Randyborough,Furniture,Desk,2209.85,2,0.4,308.24
ORD-3014,2025-12-24,Second Class,Consumer,Christopher Wade,East,Massachusetts,East Austinborough,Technology,Keyboard,3760.42,3,0.3,525.38
ORD-3015,2025-09-13,Standard Class,Corporate,Sherri Davis,East,Massachusetts,North Victor,Technology,Laptop,3819.8,8,0.2,435.46
ORD-3016,2024-10-22,First Class,Home Office,Douglas Navarro,West,Washington,Douglasside,Technology,Laptop,3908.22,3,0.4,396.65
ORD-3017,2024-01-09,Second Class,Home Office,Alexandra Phelps,Central,Michigan,Perezburgh,Office Supplies,Pen,210.29,3,0.0,54.44
ORD-3018,2024-09-29,Second Class,Home Office,Nicole Johnson,East,New York,Whitneyville,Technology,Phone,3747.04,10,0.4,-995.86
ORD-3019,2024-01-20,Second Class,Consumer,Gregory Hughes,Central,Ohio,Spencerstad,Furniture,Chair,349.72,9,0.0,93.41
ORD-3020,2024-07-08,Same Day,Corporate,Jamie Butler,Central,Illinois,New Lukechester,Furniture,Chair,4446.45,1,0.0,546.03
ORD-3021,2025-03-30,Same Day,Consumer,Dawn Foster,East,Massachusetts,Lake Cesarstad,Furniture,Cabinet,2908.98,2,0.3,-58.7
ORD-3022,2024-12-24,First Class,Consumer,Maria Holmes,West,Oregon,New Margaret,Technology,Tablet,210.93,7,0.2,11.87
ORD-3023,2024-06-12,Standard Class,Corporate,Danielle Lara,East,Pennsylvania,Port Davidville,Office Supplies,Pen,679.74,3,0.3,-81.55
ORD-3024,2025-03-05,Same Day,Corporate,Robert Howard,East,Massachusetts,Skinnerhaven,Office Supplies,Paper,1527.4,10,0.3,-220.87
ORD-3025,2024-09-28,First Class,Consumer,Patricia Delgado,South,Texas,East Audrey,Furniture,Desk,2787.18,5,0.2,512.1
ORD-3026,2025-05-22,First Class,Corporate,Robert Frost,Central,Michigan,Sarahton,Technology,Tablet,4302.85,7,0.2,704.69
ORD-3027,2025-09-01,Standard Class,Consumer,Joshua Turner,West,California,Amytown,Technology,Tablet,100.64,2,0.4,0.73
ORD-3028,2025-08-09,Standard Class,Home Office,Jeanne Rogers,East,New York,North Bradleyville,Furniture,Table,4416.48,4,0.4,-371.11
ORD-3029,2024-09-07,First Class,Consumer,Robert Davidson,East,New York,North Lisahaven,Technology,Monitor,4787.74,4,0.1,76.05
ORD-3030,2024-12-11,First Class,Corporate,Benjamin Jones,West,California,New Darin,Furniture,Table,1753.06,1,0.0,358.58
ORD-3031,2025-09-30,Second Class,Consumer,Henry Lara,West,California,Diazshire,Furniture,Bookshelf,2546.25,9,0.4,-373.79
ORD-3032,2025-07-04,Standard Class,Corporate,Kevin Madden,East,New York,Kimberlyfurt,Furniture,Desk,2000.87,3,0.4,149.97
ORD-3033,2024-12-07,Same Day,Corporate,Alyssa Williams,East,New York,Port Christina,Technology,Monitor,3775.66,2,0.1,930.6
ORD-3034,2024-11-12,First Class,Corporate,Jennifer Whitaker,East,New York,Port Andreaside,Technology,Phone,1251.5,8,0.3,-58.92
ORD-3035,2025-04-03,First Class,Home Office,James Scott,East,New York,Shermanview,Technology,Keyboard,952.15,5,0.5,-83.52
ORD-3036,2024-08-25,Same Day,Consumer,Stephen Ramsey,West,Oregon,West Heidiberg,Technology,Phone,2007.84,2,0.5,-275.51
ORD-3037,2024-04-15,Second Class,Home Office,Matthew Christensen,Central,Ohio,South Christopherview,Furniture,Table,798.17,9,0.5,82.92
ORD-3038,2025-11-06,First Class,Corporate,Kenneth Woods,West,Oregon,Bakermouth,Furniture,Chair,2270.42,4,0.0,116.08
ORD-3039,2024-12-05,First Class,Consumer,Alisha Romero,East,Massachusetts,North Kennethbury,Technology,Phone,872.77,2,0.0,120.84
ORD-3040,2024-08-31,Standard Class,Home Office,Aaron Shah,South,Texas,Lake Andrewfurt,Furniture,Desk,3612.99,3,0.0,706.24
ORD-3041,2025-12-10,First Class,Consumer,Victoria Bradley,Central,Ohio,Knightfort,Office Supplies,Stapler,3206.67,5,0.3,380.1
ORD-3042,2025-07-06,Standard Class,Home Office,Alexis Murphy,East,New York,West Mindy,Office Supplies,Notebook,1219.52,5,0.5,64.72
ORD-3043,2025-01-26,Second Class,Consumer,Sara Dixon,East,Pennsylvania,Port Jerry,Technology,Monitor,3869.72,8,0.3,-341.8
ORD-3044,2024-02-28,Second Class,Corporate,Charlene Davenport,East,New York,Ethanside,Office Supplies,Notebook,4931.58,7,0.2,-349.62
ORD-3045,2025-05-30,First Class,Home Office,Donald Valentine,Central,Michigan,South Beth,Office Supplies,Printer Ink,4802.17,5,0.0,1300.69
ORD-3046,2024-05-18,Same Day,Consumer,Vanessa Mejia,East,Pennsylvania,Port Kristin,Office Supplies,Pen,4864.67,6,0.5,-869.85
ORD-3047,2024-11-08,Second Class,Home Office,Timothy Moore,West,Oregon,Lake Alexandermouth,Office Supplies,Printer Ink,2019.6,3,0.5,92.18
ORD-3048,2024-12-24,Standard Class,Consumer,Elizabeth Russell,South,Georgia,Brownburgh,Furniture,Chair,3939.39,7,0.1,624.41
